word,phonetic,translation
browbeat,'brajbi:t,"vt. 對...吹鬍子瞪眼睛, 嚇唬"
brown,braun,n. 褐色\na. 褐色的\nv. (使)變褐色
browned,braʊn,"a. 褐色的, 棕色的, 咖啡色的, 赭色的；皮膚(曬得)黝黑的, 皮膚給晒黑了的；膚色深的\nn. 褐色, 棕色, 咖啡色, 赭色；褐色(或棕色)顏料(或染料)\nvt.,vi. (使)呈(或變成)褐色(或棕色)(尤指日晒或經烘烤)：；炸(或烤)成褐色, 把…烤焦；嫩煎；炒；煸："
brownfield,ˈbraʊnfi:ld,a. 棕色地帶
brownian,'brajniәn,a. 蘇格蘭的植物學家Robert Brown 的
brownie,'brauni,n. 界仁巧克力餅
Browning,'brauniŋ,"n. 勃朗寧(英國女詩人), 勃朗寧自動手槍"
brownish,'brauniʃ,a. 呈褐色的
brownness,'braunis,n. 褐色
brownout,'braunaut,"n. 部分燈火管制, 部分停電\n[計] 電壓降低"
Brownshirt,,n. 納粹黨黨員
brownstone,'braunstәun,"n. 褐砂石, 褐砂石建築\na. 有錢人的"
browse,brauz,"v. 瀏覽, 吃草\nn. 瀏覽, 吃草\n[計] 瀏覽"
browser,'brauzә,"n. 吃嫩葉的動物, 瀏覽書本的人\n[計] 瀏覽程序"
browsing,,"[計] 瀏覽, 翻閱, 監視"
brucellosis,.bru:si'lәusis,"n. 布魯氏菌病\n[醫] 波狀熱, 布魯氏[桿]菌病"
Bruin,'bru:m,n. 布倫熊(民間故事>中的熊)
bruise,bru:z,"n. 青腫, 挫傷, 擦傷\nvi. 受傷, 擦傷\nvt. 使受傷, 研碎"
bruised,,a. [醫]青腫的；瘀紫的
bruiser,'bru:zә(r),"n. 職業拳擊家, 彪形大漢, 氣力大愛打架的人\n[化] 壓碎機"
bruising,,[化] 硬傷
bruit,bru:t,vt. 散播\n[醫] [雜]音
brunch,brʌntʃ,n. 早午餐
brunet,bru:'net,n. 淺黑膚色的男人\na. 深褐色的
brunette,bru:'net,n. 淺黑膚色的女人\na. 深褐色的
brunt,brʌnt,"n. 主要衝力, 衝擊"
bruschetta,brʊ'sketə,n. 意大利烤麵包片
brush,brʌʃ,"n. 刷子, 毛筆, 爭吵\nvt. 刷\nvi. 擦過, 掠過\n[計] 電刷"
brushed,brʌʃt,a. 拉過絨的
brushfire,"'brʌʃ,faiә(r)","n. 局部的, 小規模的(戰爭等)"
brushing,'brʌʃiŋ,"[化] 刷塗\n[醫] 創面電灼術, 干擾"
brushless,b'rʌʃlɪs,a. 無需用刷子的; 無刷
brushstroke,brʌʃɪzt'rəʊk,"n. 一筆, 一畫, 繪畫的技巧"
brushwood,'brʌʃwud,"n. 柴, 柴枝, 灌木叢"
brushwork,'brʌʃwә:k,"n. 筆法, 繪畫"
brushy,'brʌʃi,"a. 如毛刷的, 毛茸茸的, 矮林多的"
brusque,brusk,"a. 唐突的, 直率的"
brusquely,'brʊsklɪ,"adv. 唐突地, 粗率地"
brusqueness,,n. 無禮；唐突；直率
brutal,'bru:tәl,"a. 殘忍的, 野蠻的, 不講理的"
brutality,bru:'tæliti,"n. 殘忍, 無慈悲, 野蠻的行為"
brutalization,bru:təlaɪ'zeɪʃən,"n. 獸性, 殘酷"
brutalize,'bru:tәlaiz,"vt. 使殘忍, 殘酷地對待, 使殘酷無情, 變成野獸一樣殘忍"
brutalized,ˈbru:tlˌaɪzd,"v. 使喪失人類情感, 使變殘忍( brutalize的過去式和過去分詞 ); 殘酷對待; 變殘忍, 變粗暴"
brutally,,"adv. 殘忍地, 蠻橫地"
brute,bru:t,"n. 畜生, 殘忍或好色之人\na. 殘忍的, 無理性的, 畜生的"
brutish,'bru:tiʃ,"a. 畜生般的, 愚鈍的, 粗野的, 殘忍的, 野蠻的"
bryozoan,",braiә'zәuәn",n. 苔蘚蟲\na. 苔蘚蟲類的
bub,bʌb,"n. 小弟弟, 小傢伙"
bubba, 'bʌbə,n. （美）好老弟
bubble,'bʌbl,"n. 泡沫\nvi. 冒泡, 沸騰\nvt. 使冒泡, 滔滔不絕地說"
bubblegum,ˈbʌblgʌm," 泡泡糖搖滾舞曲"
bubbling,,[化] 起泡; 冒泡; 沸騰
bubbly,'bʌbli,"a. 多泡的, 起泡的\nn. 香檳酒"
bubonic,bju:'bɔnik,[醫] 腹股溝淋巴結炎的
buccal,'bʌkәl,"a. 頰的, 口的, 口腔的\n[醫] 頰的"
buccaneer,.bʌkә'niә,n. 海盜\nvi. 做海盜
buck,bʌk,"n. 元, 雄鹿, 紈絝子弟, 鞍馬, 培克(賭博時的莊家標誌), 鹼水, 自誇, 談話\nvi. 馬背突然拱起, 反對, 吹牛, 閑聊\nvt. 馬背突然拱起將騎手摔下, 反對, 用鹼水洗\na. 雄的"
buckaroo,'bʌkәru:,"n. 牛仔, 牧童"
buckboard,'bʌkbɒ:d,n. 平板馬車
bucket,'bʌkit,n. 桶\n[計] 存儲桶; 桶
bucketful,'bʌkitfjl,"n. (一)桶, 滿桶"
buckeye,'bʌkai,[醫] 七葉樹
bucking,,"[機] 浸漬, 浸潤"
buckle,'bʌkl,"n. 皮帶扣, 扣子\nvt. 扣住, 使彎曲\nvi. 扣住, 變彎曲, 屈服"
buckled,'bʌkld,a. 有扣的
buckling,'bʌkliŋ,[化] 屈曲
bucko,'bʌkәu,n. 欺凌弱小者\na. 持強凌弱的
buckshot,'bʌkʃɔt,n. (獵獸用)大型鉛彈
buckskin,'bʌkskin,n. 鹿皮\n[化] 鹿皮
buckthorn,'bʌkθɒ:n,n. 瀉鼠李\n[醫] 弗朗鼠李[皮]
buckwheat,'bʌkhwi:t,"n. 蕎麥, 蕎麥片, 蕎麥粉\n[化] 蕎麥"
buckyball,bʌ'kaɪbɔ:l,n. 巴克球
bucolic,bju:'kɒlik,"a. 牧民的, 牧歌的, 鄉下風味的\nn. 田園詩, 農夫"
bud,bʌd,"n. 芽, 花蕾\nvi. 發芽, 萌芽\nvt. 使發芽"
Buddha,'budә,n. 佛陀
Buddhism,'budizm,n. 佛教
Buddhist,'budist,n. 佛教徒\na. 佛教的
budding,'bʌdiŋ,"a. 萌芽的, 發育期的, 初露頭角的\nn. 發芽"
buddleia,'bʌdliә,n. 醉魚草屬植物
buddy,'bʌdi,"n. 好朋友, 夥伴"
budge,bʌdʒ,vi. 微微移動\nvt. 推動\nn. 羔羊皮
budget,'bʌdʒit,"n. 預算\nvi. 編預算\nvt. 編入預算, 安排\na. 廉價的"
budgetary,'bʌdʒitәri,a. 預算的\n[法] 預算的
budgeted,,vt.& vi. 把…編入預算（budget的過去式與過去分詞形式）
budgie,'bʌdʒi,"n. (budgerigar之略), 相思鸚鵡"
buff,bʌf,"n. 暗黃色, 暗黃色皮革, 人的皮膚\nvt. 擦亮, 使柔軟\na. 暗黃色的"
buffalo,'bʌfәlәu,n. 水牛\n[機] 水牛
buffed,,a. 健壯的；肌肉發達的
buffer,'bʌfә,"n. 緩衝器, 緩衝區\nvt. 緩衝\n[計] 緩衝區, 緩衝器"
buffered,ˈbʌfəd,a. [醫]緩衝的\nv. 減輕( buffer的過去式和過去分詞 ); 保護; 使不受…的侵害
buffering,'bʌfәriŋ,"[計] 緩衝, 隔離\n[化] 緩衝作用"
buffet,'bʌfit,"n. 自助餐, 小賣部, 碗櫥, 毆打, 衝擊\nvt. 連續打, 衝擊, 搏鬥\nvi. 奮鬥"
buffeting,'bʌfitiŋ,振動
buffoon,bә'fu:n,n. 小丑
buffoonery,bә'fu:nәri,"n. 打諢, 滑稽"
buffoonish,,a. buffoon的變形
bug,bʌg,"n. 錯誤, 蟲, 病菌, 缺陷, 竊聽器, 癖好, 防盜報警器, 雙座小汽車, 要人\nvt. 裝防盜報警器, 裝竊聽器, 激怒\nvi. 捉蟲, 暴突\n[計] 缺點, 錯誤"
bugaboo,'bʌ^әbu:,"n. 嚇唬人的東西, 令人頭痛的事, 無端的恐懼, 鬼怪"
bugbear,'bʌɡbεә,n. 怪物；棘手的難題；恐懼或煩惱的原因
bugger,'bʌ^ә,"n. 老兄, 傢伙, 困擾, 煩惱, 雞姦者\nvt. 雞姦, 詛咒"
bugging,,[法] 竊聽
buggy,'bʌgi,"a. 多蟲的\nn. 雙輪單座輕馬車, 四輪單座馬車"
bugle,bju:gl,"n. 喇叭, 號角\nv. 吹號"
bugler,'bju:glә,n. 喇叭手
bugling,,vi. 吹號（bugle的現在分詞形式）
build,bild,"v. 建立, 建築\nn. 構造, 體格"
buildable,'bildәbl,"a. 可建造的,可信賴的\na. 可以建造的"
builder,'bildә,n. 建立者\n[機] 組份
building,'bildiŋ,"n. 建築物, 建築\n[法] 營造, 建築, 建築物"
buildup,'bildʌp,"n. 發展, 集結, 增強"
bulb,bʌlb,"n. 球莖, 電燈泡\n[醫] 球, 鱗莖, 球莖"
bulblet,'bʌlblit,"[醫] 小鱗莖, 副鱗莖"
bulbous,'bʌlbәs,"a. 球莖的, 球莖狀的, 由球莖生長的\n[醫] 球狀的, 球的"
bulbul,'bulbul,"n. 夜鶯, 歌手, 詩人"
bulgarian,bʌl'ɡεәriәn,n. 保加利亞人；保加利亞語
bulge,bʌldʒ,"n. 脹, 膨脹\nvi. 凸出\nvt. 使膨脹"
bulging,'bʌldʒiŋ,"[機] 打氣, 膨脹"
bulgur,'bjl^jә(r),n. 碾碎的干小麥
bulimia,bju:'limiә,"n. 食慾過盛\n[醫] 善飢, 食慾過盛"
bulimic,,"[醫] 善飢的, 食慾過盛的"
bulk,bʌlk,"n. 大小, 體積, 大塊, 大多數\nvt. 顯得大, 顯得重要"
bulkhead,'bʌlkhed,"n. 隔壁, 防水壁"
bulking,'bʌlkiŋ,[機] 膨脹
bulky,'bʌlki,"a. 龐大的\n[機] 龐大, 笨重"
bull,bul,"n. 公牛\n[法] 買方, 買空者"
bulla,"'bʌlә, 'bulә","n. 大皰, 大水皰\n[醫] 大皰, 大泡"
bulldog,'bjldɔ^,n. 喇叭狗
bulldoze,'buldәuz,"vt. 強迫, 用推土機推平/削平, 用推土機清除, 壓倒, 威脅"
bulldozed,ˈbʊlˌdəʊzd,v. 強迫（某人做某事）(-sb +into doing sth)( bulldoze的過去式和過去分詞 ); （用推土機）推倒; 剷平; （使）強行通過
bulldozer,'buldәuzә,n. 推土機\n[化] 推土機
bulldozing,,n. 推土；糊炮爆破
bullet,'bulit,"n. 子彈\n[醫] 彈, 子彈, 距節(馬)"
bulletin,'bulitin,"n. 公告, 布告, 公報\n[電] 電子布告欄"
bulletproof,'bulitpru:f,a. 防彈的
bullfight,'bulfait,n. 鬥牛
bullfighter,'bʊlfaɪtə(r),n. 鬥牛士
bullfinch,'bulfintʃ,n. 紅腹灰雀
bullfrog,'bulfrɒg,"n. 牛蛙, 喧蛙"
bullhead,'bulhed,"n. 大頭魚, 頑固的人"
bullhorn,'bjlhɔ:n,n. 手提式電子擴音器
bullion,'buljәn,"n. 金銀, 金銀塊, 純金\n[經] 金銀錠"
bullish,'buliʃ,"a. 似公牛的, 看漲的, 上揚的\n[經] 行情看漲的"
bullock,'bulәk,n. 閹牛
bullpen,'bjlpen,"n. 牛欄,大房間(尤指候審犯人用的),[棒球]候補隊員區"
bullring,'bjlriŋ,n. 鬥牛場
bullshit,'bulʃit,n. 胡說
bullwhip,'bulhwip,n. 牛鞭
bully,'buli,"n. 欺凌弱小者, 土霸\nvt. 威脅, 恐嚇, 欺負\nvi. 欺負\na. 特好的, 第一流的\nadv. 十分"
bullying,ˈbuliŋ,"v. 恐嚇, 威逼( bully的現在分詞 ); 豪; 跋扈"
bulrush,'bulrʌʃ,"n. 寬葉香蒲, 紙莎草"
bulwark,'bʌlwәk,"n. 保障, 壁壘, 防波堤"
bum,bʌm,"n. 遊盪者, 懶鬼, 鬧飲\na. 沒有價值的\nvi. 過遊民生活, 乞討, 流浪\nvt. 乞討"
bumble,'bʌmbl,"vi. 結結巴巴地說, 犯大錯, 踉蹌, 跌倒"
bumblebee,"'bʌmbl,bi:",n. [動]大黃蜂
bumbler,'bʌmbəlɚ,n. 做錯事的人
bumbling,'bʌmbliŋ,a. 妄自尊大的
bummed,bʌmd,"a. 失望的, 沮喪的\nv. 提出要( bum的過去式和過去分詞 ); 乞討; 使不安; 使灰心"
bummer,'bʌmә,"n. 無賴, 遊民, 遊盪者"
bump,bʌmp,"n. 撞擊, 腫塊\nvt. 碰撞\nvi. 撞, 顛簸而行"
bumper,'bʌmpә,"n. 緩衝器, 滿杯\na. 大勝利的"
bumping,'bʌmpiŋ,[化] 暴沸; 迸沸\n[醫] ч沸
bumpkin,'bʌmpkin,"n. 鄉下人, 土佬兒"
bumptious,'bʌmpʃәs,"a. 瞎自誇的, 瞎自大的, 傲慢的"
bumpy,'bʌmpi,"a. 顛簸的, 崎嶇不平的"
bun,bʌn,n. 小麵包\n[醫] 血液尿素氮
bunch,bʌntʃ,"n. 串, 束\n[醫] 骨腫塊(馬)"
bunched,bʌntʃɪd," [醫]聚束的"
bunching,'bʌntʃiŋ,"[計] 捆札, 聚束, 膠合"
bunco,'bʌŋkәu,"n. 邦科(一種紙牌戲), 欺詐\nvt. 行騙"
bund,"bʌnd, bʌnt","(政治上的)同盟, 聯盟"
bundle,'bʌndl,"n. 捆, 束\nvt. 包紮, 胡亂塞進\nvi. 匆忙離開"
bundled,," 附隨的"
bundler,'bʌndlә,"打包機, 捆束機"
bundling,'bʌndliŋ,n. 捆綁銷售；集束；捆紮
bung,bʌŋ,"n. 塞子, 圓木塞, 桶孔, (非正式)家畜的盲腸/肛門\nvt. (非正式)丟, 使膨脹, 擲, 投, 推, 塞住"
bungalow,'bʌŋgәlәu,n. 平房
bungee,'bʌndʒi:,n. 橡皮筋；蹦極；鬆緊繩
bunghole,'bʌŋhәul,n. 桶孔
bungle,'bʌŋgl,"v. 拙劣地工作, 粗製濫造, 把...搞糟\nn. 粗劣, 失誤, 笨拙"
bungled,ˈbʌŋgəld,"v. 搞糟, 完不成( bungle的過去式和過去分詞 ); 笨手笨腳地做; 失敗; 完不成"
bungler,,n. 工作笨拙的人
bungling,,"a. 笨拙的, 粗劣的"
bunion,'bʌnjәn,n. 拇趾囊腫\n[醫] ы囊腫
bunk,bʌŋk,"n. 鋪位, 廢話, 逃走\nvi. 逃跑, 睡在鋪上\nvt. 提供鋪位"
bunker,'bʌŋkә,"n. 煤倉, 沙坑, 暗堡\nvt. 擊入沙坑, 使陷入困境"
bunkhouse,'bʌŋkhaus,"n. 臨時住房, 陋屋"
bunkmate,'bʌŋkmeit,n. 同寢室夥伴
bunny,'bʌni,n. 兔子
bunt,bʌnt,"n. 頂撞, 推, 輕打\nvt. 頂撞, 輕打"
bunting,'bʌntiŋ,n. 觸擊；旗布；白頰鳥
buoy,bɒi. 'bu:i,"n. 浮標, 航標, 救生圈\nvt. 使浮起, 鼓勵"
buoyancy,'bɔiәnsi,"n. 浮力, 彈性, 快活, 輕快, (股票市場)保持高價\n[化] 浮力; 浮揚性"
buoyant,'bɒiәnt,"a. 有浮力的, 心情愉快的\n[經] 降而復升的, 保持高價的, 遂之而升的"
buoyantly,'bɔiəntli,"adv. 有浮力地, 輕快地"
buprenorphine,,[化] 丁丙諾啡; 叔丁啡
bupropion,,[化] 安非他酮; 丁氨苯丙酮
burb,b\\\\:b,n. =suburb
burble,bә:bl,"vi. 發汩汩聲, 嘟囔\nn. 空談, 汩汩聲"
burbling,'bә:bliŋ,"氣流分離, 起泡, 附面層分離"
burden,'bә:dn,"n. 負擔, 重載, 擔子, 責任\nvt. 裝貨於, 煩擾, 使負擔"
burdened,,a. 負荷的
burdensome,'bә:dnsәm,"a. 累贅的, 惱人的, 繁重的\n[法] 難於負擔的, 壓抑的, 累贅的"
burdock,'bә:dɒk,n. 牛蒡\n[醫] 牛蒡[根]
bureau,'bjuәrәu,"n. 局, 辦公處\n[經] 局, 司, 處"
bureaucracy,bjuә'rɒkrәsi,"n. 官僚, 官吏\n[法] 官僚主義, 官僚政治, 官僚機構"
bureaucrat,'bjuәrәukræt,"n. 官僚作風的人, 官僚, 官僚主義者\n[法] 官僚, 官僚作風的人"
bureaucratese,",bjuәrәkrә'ti:z","n. 官話, 官腔"
bureaucratic,bjuәrәu'krætik,a. 官僚的\n[經] 機僚化的
bureaucratically,",bjuərə'krætikli",adv. 官僚主義地
bureaucratization,bjʊərəkrətaɪ'zeɪʃn," 官僚化; 科層化"
bureaucratized,bjuəˈrɔkrətaizd,"v. 官僚統治, 官僚化( bureaucratize的過去式和過去分詞 )"
burg,bә:^,"n. 城, 鎮"
burgeon,'bә:dʒәn,"n. 芽, 嫩枝\nv. 萌芽, 發芽"
burgeoning,,[計] 急速增長的
burger,'bә:ɡә,n. 漢堡包（等於hamburger）
burgher,'bә:gә,"n. 公民, 市民"
burglar,'bә:glә,"n. 竊賊\n[法] 夜盜, 竊賊, 盜竊者"
burglarize,'bә:^lәraiz,"vi. 進行夜盜, (夜間)闖入(房屋)盜竊財物\n[法] 進行夜盜, 入屋行竊"
burglary,'bә:^lәri,"n. 夜盜行為, 盜竊, 盜竊行為\n[法] 夜盜行為, 夜間入屋竊盜罪, 竊盜"
burgle,'bә:gl,v. 破門盜竊
Burgundian,bә:'^ʌndiәn,a. (法國)勃艮第(人)的
Burgundy,'bә:gәndi,"n. 勃艮第(法國一地區), 勃艮第葡萄酒"
burial,'beriәl,"n. 埋葬, 葬禮\n[法] 埋葬, 葬禮"
buried,,a. 埋葬的；[地]埋藏的
burin,'bjuәrin,n. 冰鑿
burka,'bә:kә,n. (穆斯林女子在公眾場合下穿的)蒙住全身(只留眼睛)的長袍
burl,bә:l,"n. 節, 樹節, 樹瘤\nvt. 去掉節"
burlap,'bә:læp,n. 粗麻布\n[機] 粗麻布
burlesque,bә:'lesk,"n. (諷刺性的)詼諧模仿, 滑稽戲\na. 滑稽的, 可笑的"
burley,'b\\\\:li,"[建] 白萊菸, 細纖維菸草"
burly,'bә:li,"a. 結實的, 粗壯的, 率直的"
Burmese,.bә:'mi:z,"n. 緬甸人, 緬甸語\na. 緬甸的, 緬甸人的, 緬甸語的"
burn,bә:n,"vt. 燒, 燒毀, 燒傷\nvi. 燃燒, 發熱, 燒毀\nn. 燒傷, 烙印"
burned,,burn的過去式和過去分詞\n[機] 焦化
burner,'bә:nә,"n. 火爐, 燒火的人\n[化] 燈; 燈頭; 燒嘴爐; 燃燒器; 燃燒爐"
burnet,'bә:nit,"n. 小地榆, 美洲地榆"
burning,'bә:niŋ,"a. 燃燒的, 象燃燒一樣的\nn. 燒, 燃燒"
burnish,'bә:niʃ,"vt. 擦亮, 打磨, 磨光\nvi. 磨光發亮\nn. 光輝, 光澤"
burnished,ˈbɜ:nɪʃt,"a. 拋光的, 光亮的\nv. 擦亮（金屬等）, 磨光( burnish的過去式和過去分詞 ); 被擦亮, 磨光"
burnout,'bә:naut,"n. 燒盡, 燒壞, 熄火\n[化] 燃盡"
burnt,bә:nt,burn的過去式和過去分詞
burp,bә:p,"n. 飽嗝兒, 打嗝\nv. 打飽嗝"
burqa,'bɜ:kə,n. 布卡（伊斯蘭國家婦女穿的蒙面長袍）
burr,bә:,"n. 毛邊, 鑽孔器, 芒刺\nv. 發音含混地說話"
burrito,bә'ritәu,n. 墨西哥玉米煎餅
burro,'burәu,n. 小驢
burrow,'bʌrәu,"n. 洞穴, 藏身處\nvi. 掘洞穴, 躲藏\nvt. 掘, 打洞"
burrowing,ˈbʌrəuɪŋ,"v. 挖掘（洞穴）, 挖洞( burrow的現在分詞 ); 翻尋"
bursar,'bә:sә,"n. 財務主管, 領取獎學金的學生"
bursitis,bә:'saitis,"n. 黏液囊炎\n[醫] 粘液囊炎, 滑囊炎"
burst,bә:st,"n. 破裂, 突發, 爆發\nv. 爆裂, 突發, 充滿\n[計] 二進制位組; 字符組; 脈衝串"
burster,,"[計] 分組器, 分頁器, 分片器"
bursting,,a. 充滿的；渴望的
Burundian,bu'ru:ndiən,n. 布隆迪人\na. 布隆迪的；布隆迪人的
bury,'beri,"vt. 埋葬, 埋藏"
bus,bʌs,n. 公共汽車\n[計] 總線; 匯流條; 母線
busboy,,n. 餐館里的服務員助手
bush,buʃ,n. 矮樹叢\n[化] 管襯
bushel,'buʃәl,n. 蒲式耳(容量單位)\nv. 修整(衣物)
bushing,'buʃiŋ,"n. 軸襯, 套管\n[化] 襯套; 管襯; 軸瓦"
bushman,'bjʃmәn,"n. 澳大利亞叢林中的居民,林區(或邊遠地區)的人"
bushmaster,'buʃ.mɑ:stә,n. 巨蝮(南美熱帶大毒蛇)\n[醫] 叢林王(南美熱帶大毒蛇)
bushwhack,'bjʃwæk,"vi. 開伐叢林, 在叢林中開路"
bushwhacker,ˈbʊʃwækə(r)," 叢林開伐者, 在叢林中開路者, 林中居民"
bushy,'buʃi,"a. 灌木一樣的, 灌木茂密的, 濃密的"
busily,'bizili,adv. 忙碌地
business,'biznis,"n. 生意, 事情, 業務, 商業, 商行, 職責\n[經] 企業, 商業, 營業"
businesslike,'biznislaik,"a. 有條理的, 有效率的"
businessman,'biznismæn,"n. 商人, 實業家, 工商業家"
businessperson,'bɪznəspɜ:sn,n. 商人
businesswoman,'bizniswjmæn,"n. 商人, 辦理實務的人, 經商者"
busing,'bʌsiŋ,n. 以公共汽車接送
busk,bʌsk,vt. 準備好
busker,'bʌskә(r),n.  (尤指倫敦街頭)賣藝人(歌手或奏樂者)
busload,'bʌslәjd,n. 公共汽車運載量
busman,'bʌsmәn,n. 公共汽車司機
buss,bʌs,"n. 接吻, 雙桅捕鯖漁船\nv. 接吻"
bust,bʌst,"n. 半身像, 胸部, 失敗, 毆打\nvt. 使爆裂, 使破產\nvi. 爆裂, 破產\n[計] 操作錯"
bustard,'bʌstәd,n. 大鴇
busted,,"a. 破產了的, 失敗了的, 被降級的, 被逮捕的\n[法] 被逮捕的"
buster,'bʌstә,"n. 龐然大物, 非凡的人, 鬧飲, 馴馬人, 小傢伙, 小鬼, 炸彈, 巨型炸彈"
bustle,'bʌsl,"n. 喧鬧, 裙撐\nvi. 奔忙, 喧鬧\nvt. 使忙碌, 催促"
bustling,'bʌsliŋ,"a. 熙熙攘攘的, 忙亂的"
busty,'bʌsti,"a. 大胸脯的, 胸部豐滿的"
busy,'bizi,"a. 忙碌的, 熱鬧的, 沒空的\nvt. 使忙\nvi. 忙碌\n[計] 忙; 忙碌"
busybody,'bizibɒdi,"n. 愛管閑事的人, 好事的人"
busyness,'bizinis,"n. 繁忙, 忙碌"
busywork,'biziw\\\\:k,n. 為免學生空閑而布置的作業
but,bʌt,prep. 除了\nconj. 但是\nadv. 僅僅
butadiene,.bju:tә'daii:n,n. 丁二烯\n[化] 丁二烯; 丁間二烯
butane,'bju:tein,n. 丁烷\n[醫] 丁烷
butch,butʃ,n. [俚]充當男性角色的女同性戀者；粗魯的男人或男孩
butcher,'butʃә,"n. 屠夫, 肉商, 小販\nvt. 屠宰, 屠殺"
butchered,,vt. 屠宰（butcher的過去式與過去分詞形式）
butchering,,vt. 屠宰（butcher的現在分詞形式）
butchery,'butʃәri,"n. 屠宰場, 肉店, 屠殺, 殘殺, 一團糟\n[法] 殘殺, 屠殺, 慘殺"
butler,'bʌtlә,"n. 男管家, 司膳總管"
butt,bʌt,"n. 粗大的一頭, 煙頭, 靶, 笑柄\n[醫] 對核"
butte,bju:t,n. 孤峰
butter,'bʌtә,"n. 奶油, 黃油\nvt. 塗黃油於"
butterball,'bʌtәbɔ:l,n. 小鴨的一種；胖子（口語）
buttercup,'bʌtәkʌp,n. 毛茛屬植物
buttered,ˈbʌtəd,v. 抹黃油於…上( butter的過去式和過去分詞 )
butterfat,'bʌtәfæt,n. 乳脂\n[化] 乳脂; 牛乳脂; 奶油; 白脫; 黃油
butterfish,'bʌtәfiʃ,n. 鯧
butterflied,,v. 切開攤平（butterfly的過去式與過去分詞形式）
butterfly,'bʌtәflai,"n. 蝴蝶\n[醫] 蝶式棉塊, 翼形皮癬, 紙蝶"
buttermilk,'bʌtәmilk,"n. 脫脂乳, 酪乳\n[醫] 酪乳"
butternut,'bʌtәnʌt,n. 灰胡桃\n[化] 灰胡桃(Juglans cenerea)
butterscotch,'bʌtәskɒtʃ,n. 奶油糖果
buttery,'bʌtәri,"n. 配膳室\na. 塗用黃油的, 諂媚的"
buttocks,,n. 臀部
button,'bʌtәn,"n. 鈕扣, 按鈕\nvi. 扣住\nvt. 釘鈕扣於, 扣緊\n[計] 按鈕"
buttoned,,a. 扣緊的
buttonhole,'bʌtnhәul,"n. 鈕孔, 鈕眼, 胸花\nvt. (非正式)強迫(別人)聽"
buttress,'bʌtris,"n. 拱壁, 扶壁, 支持物\nvt. 支持, 以扶壁支撐"
buxom,'bʌksәm,"a. (婦女)豐滿的, 健美的"
buy,bai,"vt. 買, 獲得\nvi. 買\nn. 購買, 買得的東西"
buyback,'baibæk,"n. 回購, 回買協議"
buyer,'baiә,"n. 買主, 買方\n[經] 買主, 買方, 買手"
buying,'baiiŋ,[經] 買氣; 買進
buyout,ˈbaɪaʊt,n. 全部買下; 買下（公司或產業）
buzz,bʌz,"n. 嗡嗡聲, 流言\nvi. 發出嗡嗡聲, 說閑話\nvt. 使嗡嗡叫, 散布"
buzzard,'bʌzәd,"n. 貪婪的人, 做營營聲的小蟲"
buzzer,'bʌzә,"n. 嗡嗡作聲的東西, 蜂音器\n[化] 蜂鳴器; 磨輪; 砂輪"
buzzing,,"a. 嗡嗡響的, 營營響的\n[電] 發蜂音"
buzzsaw,bʌzɪ'zɔ:,n. 圓鋸
buzzword,'bʌzwә:d,n. 流行詞
buzzy,'bʌzi,n. 伸縮式風鑽
by,bai,"prep. 被, 經, 由, 在...之旁\nadv. 經過, 在近處"
bye,bai,"interj. 再會, 回頭見\n[計] 結束命令"
Byelorussian,",bjeləu'rʌʃən",n. 白俄羅斯語；白俄羅斯人\na. 白俄羅斯的；白俄羅斯人的；白俄羅斯語的
bygone,'baigɒn,"n. 過去的事, 往事\na. 過去的"
bylaw,'bailɔ:,"n. 附則, 細則"
byline,,"n. 副業, 署名報道"
bypass,'baipɑ:s,"n. 旁路\nvt. 省略, 繞過, 忽視, 迴避"
Byronic,bai'rɒnik,"a. 拜倫的, 拜倫詩風的, 冷笑而浪漫的"
bystander,'baistændә(r),"n. 旁觀者, 目擊者\n[法] 候補陪審員, 旁觀者"
byway,'baiwei,"n. 旁道, 偏僻小路"
byword,'baiwә:d,"n. 諺語, 俗話, 笑柄"
Byzantine,bi'zæntain,"a. 拜占庭帝國的, 拜占庭式的"
cab,kæb,"n. 出租車, 出租汽車, 出租馬車\nvi. 乘出租馬車(或汽車)"
cabal,kә'bæl,"n. 秘密結社, (尤指政治上的)陰謀\nvi. 策劃陰謀"
cabalistic,",kæbә'listik","a. 神秘的, 有神秘含義的"
caballero,.kæbә'lєәrәu,"n. 西班牙紳士, 騎士, 騎手"
cabana,kә'bɑ:nә,n. 小屋
cabaret,'kæbәrei,"n. 卡巴萊(有歌舞表演的餐館或夜總會), 卡巴萊歌舞表演"
cabbage,'kæbidʒ,"n. 捲心菜\n[醫] 捲心菜, 甘蘭"
cabbie,ˈkæbi,n. 出租馬車車夫; 出租汽車司機
cabby,'kæbi,"n. 出租車司機, 出租馬車的車夫"
cabdriver,"'kæb,draivә(r)","n. 計程車司機, 馬車夫"
caber,'keibә,n. 長樹榦
cabin,'kæbin,"n. 小屋, 客艙\nvt. 關在小屋"
cabinet,'kæbinit,"n. 櫥櫃, 內閣\na. 內閣的, 細木工做的\n[計] 機櫃"
cabinetmaker,'kæbinit.meikә,"n. 傢具師, 細工木匠"
cabinetry,'kæbɪnətrɪ,n. （總稱）內閣; [總稱]細木工傢具
cable,'keibl,"n. 電纜, 海底電報, 纜, 索\nvi. 打海底電報\nvt. 發海底電報, 縛住\n[計] 電纜"
